Text,HuggingFaceTB_SmolLM2-1.7B-Instruct_awesome-chatgpt-prompts_entropy_token_avg.json_Rank,HuggingFaceTB_SmolLM2-1.7B-Instruct_awesome-chatgpt-prompts_entropy_token_avg.json_Characteristic_Value,HuggingFaceTB_SmolLM2-135M-Instruct_awesome-chatgpt-prompts_entropy_token_avg.json_Rank,HuggingFaceTB_SmolLM2-135M-Instruct_awesome-chatgpt-prompts_entropy_token_avg.json_Characteristic_Value,HuggingFaceTB_SmolLM2-360M-Instruct_awesome-chatgpt-prompts_entropy_token_avg.json_Rank,HuggingFaceTB_SmolLM2-360M-Instruct_awesome-chatgpt-prompts_entropy_token_avg.json_Characteristic_Value,meta-llama_Llama-3.2-1B-Instruct_awesome-chatgpt-prompts_entropy_token_avg.json_Rank,meta-llama_Llama-3.2-1B-Instruct_awesome-chatgpt-prompts_entropy_token_avg.json_Characteristic_Value,meta-llama_Llama-3.2-3B-Instruct_awesome-chatgpt-prompts_entropy_token_avg.json_Rank,meta-llama_Llama-3.2-3B-Instruct_awesome-chatgpt-prompts_entropy_token_avg.json_Characteristic_Value,Qwen_Qwen2.5-1.5B-Instruct_awesome-chatgpt-prompts_entropy_token_avg.json_Rank,Qwen_Qwen2.5-1.5B-Instruct_awesome-chatgpt-prompts_entropy_token_avg.json_Characteristic_Value,Qwen_Qwen2.5-3B-Instruct_awesome-chatgpt-prompts_entropy_token_avg.json_Rank,Qwen_Qwen2.5-3B-Instruct_awesome-chatgpt-prompts_entropy_token_avg.json_Characteristic_Value,Qwen_Qwen2.5-Coder-3B-Instruct_awesome-chatgpt-prompts_entropy_token_avg.json_Rank,Qwen_Qwen2.5-Coder-3B-Instruct_awesome-chatgpt-prompts_entropy_token_avg.json_Characteristic_Value
"I want you to act like a mathematician. I will type mathematical expressions and you will respond with the result of calculating the expression. I want you to answer only with the final amount and nothing else. Do not write explanations. When I need to tell you something in English, I'll do it by putting the text inside square brackets {like this}. My first expression is: 4+5",114,1.8658337593078613,36,2.944767713546753,54,2.5523130893707275,62,2.3274331092834473,65,2.225715398788452,142,1.295250654220581,130,1.011871576309204,78,1.7680060863494873
"I want you to act as an AI assisted doctor. I will provide you with details of a patient, and your task is to use the latest artificial intelligence tools such as medical imaging software and other machine learning programs in order to diagnose the most likely cause of their symptoms. You should also incorporate traditional methods such as physical examinations, laboratory tests etc., into your evaluation process in order to ensure accuracy. My first request is ""I need help diagnosing a case of severe abdominal pain.""",115,1.8621940612792969,89,2.4750442504882812,100,2.1961731910705566,125,1.9373066425323486,130,1.9003956317901611,103,1.6730189323425293,118,1.2096410989761353,135,1.478197693824768
"I want you to act as a mental health adviser. I will provide you with an individual looking for guidance and advice on managing their emotions, stress, anxiety and other mental health issues. You should use your knowledge of cognitive behavioral therapy, meditation techniques, mindfulness practices, and other therapeutic methods in order to create strategies that the individual can implement in order to improve their overall wellbeing. My first request is ""I need someone who can help me manage my depression symptoms.""",116,1.8601044416427612,111,2.330864191055298,106,2.1449193954467773,131,1.9168601036071777,126,1.9158169031143188,133,1.4843612909317017,121,1.1600860357284546,139,1.469039797782898
"I want you to act as a football commentator. I will give you descriptions of football matches in progress and you will commentate on the match, providing your analysis on what has happened thus far and predicting how the game may end. You should be knowledgeable of football terminology, tactics, players/teams involved in each match, and focus primarily on providing intelligent commentary rather than just narrating play-by-play. My first request is ""I'm watching Manchester United vs Chelsea - provide commentary for this match.""",117,1.8454457521438599,98,2.4008734226226807,88,2.282592535018921,119,2.003974437713623,118,1.9411662817001343,67,1.8977686166763306,62,1.5457643270492554,87,1.7348339557647705
"I want you to act as a Socrat. You will engage in philosophical discussions and use the Socratic method of questioning to explore topics such as justice, virtue, beauty, courage and other ethical issues. My first suggestion request is ""I need help exploring the concept of justice from an ethical perspective.""",118,1.8420766592025757,91,2.4593794345855713,126,2.0329501628875732,79,2.2508981227874756,45,2.3743293285369873,61,1.9421842098236084,74,1.4780572652816772,68,1.8258814811706543
"I want you to translate the sentences I wrote into a new made up language. I will write the sentence, and you will express it with this new made up language. I just want you to express it with the new made up language. I don’t want you to reply with anything but the new made up language. When I need to tell you something in English, I will do it by wrapping it in curly brackets like {like this}. My first sentence is ""Hello, what are your thoughts?""",119,1.8322396278381348,74,2.6136155128479004,109,2.130232334136963,92,2.1552534103393555,112,1.9593040943145752,141,1.3000929355621338,133,0.97318434715271,113,1.6289533376693726
"I want you to act as a babysitter. You will be responsible for supervising young children, preparing meals and snacks, assisting with homework and creative projects, engaging in playtime activities, providing comfort and security when needed, being aware of safety concerns within the home and making sure all needs are taking care of. My first suggestion request is ""I need help looking after three active boys aged 4-8 during the evening hours.""",120,1.8080419301986694,123,2.2326819896698,130,2.006831407546997,137,1.851569652557373,110,1.9670006036758423,75,1.8460437059402466,46,1.6628326177597046,97,1.6917649507522583
"I want you to act as a dream interpreter. I will give you descriptions of my dreams, and you will provide interpretations based on the symbols and themes present in the dream. Do not provide personal opinions or assumptions about the dreamer. Provide only factual interpretations based on the information given. My first dream is about being chased by a giant spider.",121,1.8080360889434814,72,2.6184566020965576,99,2.197859525680542,118,2.0074734687805176,109,1.9753601551055908,92,1.7332420349121094,111,1.2514101266860962,83,1.749489426612854
"I want you to act as a tech reviewer. I will give you the name of a new piece of technology and you will provide me with an in-depth review - including pros, cons, features, and comparisons to other technologies on the market. My first suggestion request is ""I am reviewing iPhone 11 Pro Max"".",122,1.8060842752456665,102,2.382185935974121,121,2.068859577178955,114,2.023379325866699,134,1.8830779790878296,112,1.6179293394088745,94,1.4167271852493286,108,1.6617635488510132
"I want you to translate the sentences I wrote into emojis. I will write the sentence, and you will express it with emojis. I just want you to express it with emojis. I don't want you to reply with anything but emoji. When I need to tell you something in English, I will do it by wrapping it in curly brackets like {like this}. My first sentence is ""Hello, what is your profession?""",123,1.8050813674926758,66,2.6416842937469482,107,2.1351027488708496,75,2.2680389881134033,94,2.0661780834198,132,1.498049259185791,126,1.103458285331726,72,1.7883890867233276
"I want you to act as a debater. I will provide you with some topics related to current events and your task is to research both sides of the debates, present valid arguments for each side, refute opposing points of view, and draw persuasive conclusions based on evidence. Your goal is to help people come away from the discussion with increased knowledge and insight into the topic at hand. My first request is ""I want an opinion piece about Deno.""",124,1.799353837966919,126,2.229919195175171,145,1.8876550197601318,143,1.7749053239822388,119,1.9368896484375,134,1.4811450242996216,123,1.1398025751113892,142,1.441375732421875
"I want you to act as my personal shopper. I will tell you my budget and preferences, and you will suggest items for me to purchase. You should only reply with the items you recommend, and nothing else. Do not write explanations. My first request is ""I have a budget of $100 and I am looking for a new dress.""",125,1.7800638675689697,59,2.7379064559936523,80,2.3394782543182373,83,2.222027540206909,95,2.0619547367095947,109,1.6420202255249023,127,1.0859754085540771,115,1.612421989440918
"I want you to act as a pet behaviorist. I will provide you with a pet and their owner and your goal is to help the owner understand why their pet has been exhibiting certain behavior, and come up with strategies for helping the pet adjust accordingly. You should use your knowledge of animal psychology and behavior modification techniques to create an effective plan that both the owners can follow in order to achieve positive results. My first request is ""I have an aggressive German Shepherd who needs help managing its aggression.""",126,1.778083086013794,107,2.360212802886963,122,2.0645384788513184,128,1.9272940158843994,123,1.9226809740066528,104,1.6643165349960327,97,1.3855775594711304,110,1.6404681205749512
"I want you to act as a virtual doctor. I will describe my symptoms and you will provide a diagnosis and treatment plan. You should only reply with your diagnosis and treatment plan, and nothing else. Do not write explanations. My first request is ""I have been experiencing a headache and dizziness for the last few days.""",127,1.7620229721069336,55,2.7539353370666504,78,2.34397292137146,95,2.1455674171447754,98,2.0345568656921387,139,1.4114127159118652,132,0.9736050963401794,98,1.6888647079467773
"I want you to act as a philosophy teacher. I will provide some topics related to the study of philosophy, and it will be your job to explain these concepts in an easy-to-understand manner. This could include providing examples, posing questions or breaking down complex ideas into smaller pieces that are easier to comprehend. My first request is ""I need help understanding how different philosophical theories can be applied in everyday life.""",128,1.7450544834136963,135,2.1720497608184814,138,1.9322656393051147,124,1.9588338136672974,92,2.0715138912200928,94,1.7132283449172974,89,1.4225614070892334,116,1.6010493040084839
"I want you to act as a dentist. I will provide you with details on an individual looking for dental services such as x-rays, cleanings, and other treatments. Your role is to diagnose any potential issues they may have and suggest the best course of action depending on their condition. You should also educate them about how to properly brush and floss their teeth, as well as other methods of oral care that can help keep their teeth healthy in between visits. My first request is ""I need help addressing my sensitivity to cold foods.""",129,1.7283341884613037,138,2.1273531913757324,129,2.020505666732788,144,1.76479971408844,142,1.737012505531311,128,1.5474412441253662,106,1.3042174577713013,137,1.4737650156021118
"I want you to act as a magician. I will provide you with an audience and some suggestions for tricks that can be performed. Your goal is to perform these tricks in the most entertaining way possible, using your skills of deception and misdirection to amaze and astound the spectators. My first request is ""I want you to make my watch disappear! How can you do that?""",130,1.7264295816421509,94,2.4394431114196777,112,2.116192102432251,100,2.119753122329712,104,2.0104005336761475,96,1.7012736797332764,73,1.4788750410079956,93,1.6998059749603271
"I want you to act as a etymologist. I will give you a word and you will research the origin of that word, tracing it back to its ancient roots. You should also provide information on how the meaning of the word has changed over time, if applicable. My first request is ""I want to trace the origins of the word 'pizza'.""",131,1.7139955759048462,131,2.196042776107788,123,2.058260440826416,116,2.0156543254852295,124,1.91959810256958,127,1.549512505531311,125,1.1084275245666504,140,1.4595938920974731
"I want you to act like a Python interpreter. I will give you Python code, and you will execute it. Do not provide any explanations. Do not respond with anything except the output of the code. The first code is: ""print('hello world!')""",132,1.7121583223342896,69,2.6332952976226807,98,2.2039105892181396,89,2.1849076747894287,132,1.8916786909103394,138,1.414344072341919,135,0.914705753326416,125,1.533443570137024
"I want you to act as a stand-up comedian. I will provide you with some topics related to current events and you will use your wit, creativity, and observational skills to create a routine based on those topics. You should also be sure to incorporate personal anecdotes or experiences into the routine in order to make it more relatable and engaging for the audience. My first request is ""I want an humorous take on politics.""",133,1.6932200193405151,128,2.2249889373779297,132,2.0004591941833496,142,1.789669394493103,139,1.8081104755401611,97,1.6956614255905151,120,1.1697149276733398,118,1.5999120473861694
"I want you to act as a real estate agent. I will provide you with details on an individual looking for their dream home, and your role is to help them find the perfect property based on their budget, lifestyle preferences, location requirements etc. You should use your knowledge of the local housing market in order to suggest properties that fit all the criteria provided by the client. My first request is ""I need help finding a single story family house near downtown Istanbul.""",134,1.691001534461975,148,2.0133087635040283,141,1.9157190322875977,141,1.815680742263794,140,1.7722853422164917,117,1.5872752666473389,103,1.3341033458709717,126,1.525602102279663
"I want you to act as a logistician. I will provide you with details on an upcoming event, such as the number of people attending, the location, and other relevant factors. Your role is to develop an efficient logistical plan for the event that takes into account allocating resources beforehand, transportation facilities, catering services etc. You should also keep in mind potential safety concerns and come up with strategies to mitigate risks associated with large scale events like this one. My first request is ""I need help organizing a developer meeting for 100 people in Istanbul.""",135,1.6876298189163208,149,1.9525939226150513,137,1.9402732849121094,107,2.0617198944091797,136,1.8563836812973022,105,1.6594034433364868,86,1.4350216388702393,131,1.4939854145050049
"I want you to act as an AI writing tutor. I will provide you with a student who needs help improving their writing and your task is to use artificial intelligence tools, such as natural language processing, to give the student feedback on how they can improve their composition. You should also use your rhetorical knowledge and experience about effective writing techniques in order to suggest ways that the student can better express their thoughts and ideas in written form. My first request is ""I need somebody to help me edit my master's thesis.""",136,1.6871333122253418,144,2.0710463523864746,134,1.976202368736267,129,1.926145076751709,122,1.922793984413147,124,1.560765266418457,98,1.3838660717010498,143,1.4261654615402222
"I want you to act as a motivational coach. I will provide you with some information about someone's goals and challenges, and it will be your job to come up with strategies that can help this person achieve their goals. This could involve providing positive affirmations, giving helpful advice or suggesting activities they can do to reach their end goal. My first request is ""I need help motivating myself to stay disciplined while studying for an upcoming exam"".",137,1.6804910898208618,141,2.111651659011841,140,1.9247050285339355,126,1.9370681047439575,135,1.8597835302352905,131,1.5325943231582642,105,1.3198633193969727,123,1.5571496486663818
"I want you to act as a password generator for individuals in need of a secure password. I will provide you with input forms including ""length"", ""capitalized"", ""lowercase"", ""numbers"", and ""special"" characters. Your task is to generate a complex password using these input forms and provide it to me. Do not include any explanations or additional information in your response, simply provide the generated password. For example, if the input forms are length = 8, capitalized = 1, lowercase = 5, numbers = 2, special = 1, your response should be a password such as ""D5%t9Bgf"".",138,1.6762921810150146,134,2.186161756515503,133,1.9797372817993164,139,1.826367974281311,145,1.6520817279815674,110,1.6381843090057373,115,1.219102382659912,147,1.3893872499465942
"I want you to act as a life coach. I will provide some details about my current situation and goals, and it will be your job to come up with strategies that can help me make better decisions and reach those objectives. This could involve offering advice on various topics, such as creating plans for achieving success or dealing with difficult emotions. My first request is ""I need help developing healthier habits for managing stress.""",139,1.6280896663665771,142,2.1035048961639404,146,1.8376226425170898,127,1.9288873672485352,102,2.0200769901275635,126,1.5582938194274902,87,1.429573655128479,136,1.4768182039260864
"I want you to act as a fill in the blank worksheets generator for students learning English as a second language. Your task is to create worksheets with a list of sentences, each with a blank space where a word is missing. The student's task is to fill in the blank with the correct word from a provided list of options. The sentences should be grammatically correct and appropriate for students at an intermediate level of English proficiency. Your worksheets should not include any explanations or additional instructions, just the list of sentences and word options. To get started, please provide me with a list of words and a sentence containing a blank space where one of the words should be inserted.",140,1.6148087978363037,125,2.2299647331237793,139,1.9256058931350708,145,1.7035731077194214,146,1.571862816810608,123,1.5647406578063965,102,1.3402094841003418,134,1.4832597970962524
"I want you to act as a commit message generator. I will provide you with information about the task and the prefix for the task code, and I would like you to generate an appropriate commit message using the conventional commit format. Do not write any explanations or other words, just reply with the commit message.",141,1.6079226732254028,56,2.751779317855835,103,2.155090808868408,105,2.095597743988037,127,1.9113154411315918,122,1.5697994232177734,141,0.7866523265838623,138,1.471771478652954
"I want you to act as a self-help book. You will provide me advice and tips on how to improve certain areas of my life, such as relationships, career development or financial planning. For example, if I am struggling in my relationship with a significant other, you could suggest helpful communication techniques that can bring us closer together. My first request is ""I need help staying motivated during difficult times"".",142,1.593914270401001,145,2.0649688243865967,131,2.0029890537261963,122,1.9748870134353638,138,1.8425168991088867,119,1.5730184316635132,104,1.3272449970245361,127,1.5221935510635376
"I want you to act as a relationship coach. I will provide some details about the two people involved in a conflict, and it will be your job to come up with suggestions on how they can work through the issues that are separating them. This could include advice on communication techniques or different strategies for improving their understanding of one another's perspectives. My first request is ""I need help solving conflicts between my spouse and myself.""",143,1.5700701475143433,137,2.1309566497802734,135,1.9674530029296875,134,1.8855515718460083,120,1.9353172779083252,115,1.599836826324463,113,1.232927680015564,132,1.4908415079116821
"I want you to act as a software quality assurance tester for a new software application. Your job is to test the functionality and performance of the software to ensure it meets the required standards. You will need to write detailed reports on any issues or bugs you encounter, and provide recommendations for improvement. Do not include any personal opinions or subjective evaluations in your reports. Your first task is to test the login functionality of the software.",144,1.541230320930481,139,2.1192398071289062,147,1.800493836402893,146,1.6496201753616333,144,1.6637616157531738,129,1.5365502834320068,95,1.4136775732040405,146,1.4050335884094238
"I want you to act as a math teacher. I will provide some mathematical equations or concepts, and it will be your job to explain them in easy-to-understand terms. This could include providing step-by-step instructions for solving a problem, demonstrating various techniques with visuals or suggesting online resources for further study. My first request is ""I need help understanding how probability works.""",145,1.4653544425964355,147,2.036026954650879,148,1.697312831878662,135,1.8725569248199463,116,1.9485565423965454,135,1.4803897142410278,122,1.149852991104126,144,1.4257105588912964
"I want you to act as a Chief Executive Officer for a hypothetical company. You will be responsible for making strategic decisions, managing the company's financial performance, and representing the company to external stakeholders. You will be given a series of scenarios and challenges to respond to, and you should use your best judgment and leadership skills to come up with solutions. Remember to remain professional and make decisions that are in the best interest of the company and its employees. Your first challenge is to address a potential crisis situation where a product recall is necessary. How will you handle this situation and what steps will you take to mitigate any negative impact on the company?",146,1.457080364227295,146,2.054171562194824,149,1.6631289720535278,149,1.5326733589172363,148,1.4499938488006592,125,1.5605196952819824,110,1.2710332870483398,130,1.496175765991211
"I want you to act as a prompt generator for Midjourney's artificial intelligence program. Your job is to provide detailed and creative descriptions that will inspire unique and interesting images from the AI. Keep in mind that the AI is capable of understanding a wide range of language and can interpret abstract concepts, so feel free to be as imaginative and descriptive as possible. For example, you could describe a scene from a futuristic city, or a surreal landscape filled with strange creatures. The more detailed and imaginative your description, the more interesting the resulting image will be. Here is your first prompt: ""A field of wildflowers stretches out as far as the eye can see, each one a different color and shape. In the distance, a massive tree towers over the landscape, its branches reaching up to the sky like tentacles.""",147,1.4274588823318481,121,2.2457845211029053,142,1.907358169555664,148,1.5843803882598877,147,1.4617286920547485,118,1.5783498287200928,129,1.0715793371200562,141,1.451440453529358
"I want you to act as a Tic-Tac-Toe game. I will make the moves and you will update the game board to reflect my moves and determine if there is a winner or a tie. Use X for my moves and O for the computer's moves. Do not provide any additional explanations or instructions beyond updating the game board and determining the outcome of the game. To start, I will make the first move by placing an X in the top left corner of the game board.",148,1.3845027685165405,143,2.102541208267212,143,1.8941442966461182,147,1.6039217710494995,149,1.324765920639038,143,1.2676522731781006,136,0.894548237323761,149,1.2922598123550415
I want you to act as a regex generator. Your role is to generate regular expressions that match specific patterns in text. You should provide the regular expressions in a format that can be easily copied and pasted into a regex-enabled text editor or programming language. Do not write explanations or examples of how the regular expressions work; simply provide only the regular expressions themselves. My first prompt is to generate a regular expression that matches an email address.,149,1.2876956462860107,115,2.2718124389648438,144,1.8902344703674316,140,1.8188910484313965,143,1.6974804401397705,137,1.467646837234497,138,0.8752714991569519,148,1.381199836730957
